epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
158,17811.6,1.03576,0.57508,1.00521,0.88311,0.81959,0.86449,0.62106,0.88783,0.55188,0.99549,0.0004819,0.0004819,0.0004819
159,17939.1,1.04135,0.57603,1.00417,0.8835,0.81963,0.86453,0.62115,0.88762,0.55174,0.99549,0.0004786,0.0004786,0.0004786
160,18066.2,1.03681,0.5747,1.00552,0.88313,0.81986,0.86432,0.6211,0.88745,0.55161,0.99551,0.0004753,0.0004753,0.0004753
161,18193.1,1.03719,0.57404,1.001,0.88349,0.81959,0.86427,0.62077,0.88727,0.55145,0.99541,0.000472,0.000472,0.000472
162,18319.6,1.03557,0.5718,1.0041,0.88351,0.81956,0.86425,0.6211,0.88685,0.55126,0.99529,0.0004687,0.0004687,0.0004687
163,18446.3,1.03388,0.57028,1.00387,0.88344,0.81955,0.86402,0.62096,0.88678,0.55125,0.9953,0.0004654,0.0004654,0.0004654
164,18573,1.03421,0.574,1.00278,0.88388,0.81932,0.86412,0.62112,0.88654,0.55137,0.99524,0.0004621,0.0004621,0.0004621
165,18700,1.03265,0.56889,1.00016,0.88461,0.81896,0.86401,0.62111,0.88661,0.55145,0.99529,0.0004588,0.0004588,0.0004588
166,18827.1,1.03546,0.57017,0.99973,0.8847,0.81878,0.86391,0.62099,0.88656,0.55153,0.99534,0.0004555,0.0004555,0.0004555
167,18954.1,1.03373,0.57244,1.00327,0.88466,0.81878,0.86386,0.62109,0.88648,0.55146,0.99527,0.0004522,0.0004522,0.0004522
168,19081.3,1.03061,0.56839,1.0004,0.88404,0.81942,0.86388,0.6213,0.88622,0.55142,0.99509,0.0004489,0.0004489,0.0004489
169,19208.4,1.02604,0.56506,0.99894,0.88429,0.81947,0.86401,0.62152,0.88582,0.55139,0.99493,0.0004456,0.0004456,0.0004456
170,19335.6,1.03139,0.56761,1.00104,0.88429,0.81952,0.86404,0.62176,0.88572,0.55112,0.99483,0.0004423,0.0004423,0.0004423
171,19462.5,1.02703,0.56544,0.99924,0.88499,0.81871,0.86398,0.62183,0.88564,0.55103,0.99484,0.000439,0.000439,0.000439
172,19589.6,1.02969,0.56473,0.99936,0.8847,0.819,0.86389,0.62178,0.88558,0.55087,0.99476,0.0004357,0.0004357,0.0004357
173,19716.6,1.03522,0.56512,0.99885,0.88492,0.81855,0.86376,0.62163,0.88566,0.55091,0.99479,0.0004324,0.0004324,0.0004324
174,19843.7,1.02723,0.56553,0.99916,0.88496,0.81866,0.86382,0.6218,0.88559,0.55107,0.99473,0.0004291,0.0004291,0.0004291
175,19970.6,1.02387,0.56703,0.99757,0.88473,0.81862,0.86381,0.62187,0.88558,0.55122,0.99471,0.0004258,0.0004258,0.0004258
176,20097.8,1.02625,0.56533,0.99887,0.88484,0.81876,0.86385,0.62193,0.88538,0.55143,0.99459,0.0004225,0.0004225,0.0004225
177,20225,1.02618,0.56139,0.99891,0.88479,0.81875,0.86365,0.62196,0.88502,0.55181,0.99448,0.0004192,0.0004192,0.0004192
178,20352.1,1.02119,0.55996,0.99866,0.88395,0.8193,0.86354,0.62187,0.885,0.55241,0.99451,0.0004159,0.0004159,0.0004159
179,20479.1,1.02478,0.56138,0.99813,0.8842,0.81945,0.86334,0.62189,0.88475,0.55304,0.99446,0.0004126,0.0004126,0.0004126
180,20606.1,1.02642,0.56267,0.99829,0.88392,0.81946,0.86301,0.6217,0.88471,0.5543,0.99447,0.0004093,0.0004093,0.0004093
